,record,speaker,sessionname,utterances,corpus,age,mlu,morphemes,Situation,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,ToAdults?,ClauseMarkers,Subject,Object,Topic,UttGoal,ToAdult?,Followup?,MORPHEMES,Verb,Aux,AuxInvert,InitFunction,PreVFunction,PostVFunction,SFP,Function,filename,start,end,dur,utt
323,334,MOT,130202.cha,不 能 按 . ,Tong,"(1, 7, 18)",1.962162162,neg|bu4=not v:aux|neng2=can v|an4=press .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpBeng,0,0,0,,,,"['neg', 'v:aux', 'v', '.']",1,1,0,0,0,0,0,0,130202-MOT-334,1026.703,1027.1,397,不 能 按 .
324,335,MOT,130202.cha,不 能 扭 . ,Tong,"(1, 7, 18)",1.962162162,neg|bu4=not v:aux|neng2=can v|niu3=twist .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpBeng,0,0,0,,,,"['neg', 'v:aux', 'v', '.']",1,1,0,0,0,0,0,0,130202-MOT-335,1027.1,1027.977,877,不 能 扭 .
325,336,MOT,130202.cha,你 老 按 . ,Tong,"(1, 7, 18)",1.962162162,pro|ni3=you adj|lao3=old v|an4=press .,,Assertion,Declarative,Negotiating,,,,1,0,,0,0,0,,,,"['pro', 'adj', 'v', '.']",1,0,0,0,0,0,0,0,130202-MOT-336,1027.977,1028.8,823,你 老 按 .
326,337,MOT,130202.cha,不 能 扭 . ,Tong,"(1, 7, 18)",1.962162162,neg|bu4=not v:aux|neng2=can v|niu3=twist .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpBeng,0,0,0,,,,"['neg', 'v:aux', 'v', '.']",1,1,0,0,0,0,0,0,130202-MOT-337,1028.8,1029.69,890,不 能 扭 .
327,338,CHI,130202.cha,"&ai , 我 &ai3 &niu4 .",Tong,"(1, 7, 18)",1.962162162,cm|cm pro|wo3=I .,,,,,,,,0,0,,0,0,0,,,,"['cm', 'pro', '.']",0,0,0,0,0,0,0,0,130202-CHI-338,1029.69,1031.0,1310,"&ai , 我 &ai3 &niu4 ."
328,339,MOT,130202.cha,你 是 大 坏蛋 . ,Tong,"(1, 7, 18)",1.962162162,pro|ni3=you v:cop|shi4=is adj|da4=great n|huai4dan4=scoundrel .,,Assertion,Declarative,Emoting,,,,0,0,,1,1,0,,,,"['pro', 'v:cop', 'adj', 'n', '.']",0,1,0,0,0,0,0,0,130202-MOT-339,1031.0,1032.0,1000,你 是 大 坏蛋 .
329,340,CHI,130202.cha,xxx . ,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-340,1032.0,1033.658,1658,xxx .
330,341,MOT,130202.cha,你 是 大 坏蛋 . ,Tong,"(1, 7, 18)",1.962162162,pro|ni3=you v:cop|shi4=is adj|da4=great n|huai4dan4=scoundrel .,,Assertion,Declarative,Emoting,,,,1,0,,1,1,0,,,,"['pro', 'v:cop', 'adj', 'n', '.']",0,1,0,0,0,0,0,0,130202-MOT-341,1033.658,1035.558,1900,你 是 大 坏蛋 .
331,342,MOT,130202.cha,同同 亲亲 妈妈 好 不 好 ? ,Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong v|qin1&DIM=kiss n:relat|ma1&DIM=mother adj|hao3=good neg|bu4=not adj|hao3=good ?,,Request/Command,Interrogative,Negotiating,,Polar,,0,0,IntAnotA,1,1,0,,,,"['n:name', 'v', 'n:relat', 'adj', 'neg', 'adj', '?']",1,0,0,0,0,0,0,0,130202-MOT-342,1035.558,1047.05,11492,同同 亲亲 妈妈 好 不 好 ?
332,343,CHI,130202.cha,挖土机 . ,Tong,"(1, 7, 18)",1.962162162,n|wa1tu3ji1=excavator .,,,,,,,,0,0,,0,0,0,,,,"['n', '.']",0,0,0,0,0,0,0,0,130202-CHI-343,1047.05,1049.019,1969,挖土机 .
333,344,MOT,130202.cha,挖土机 呀 ? ,Tong,"(1, 7, 18)",1.962162162,n|wa1tu3ji1=excavator sfp|ya ?,,Question,FRAG,Meta,yes,,,0,0,,0,0,0,,,,"['n', 'sfp', '?']",0,0,0,0,0,0,1,0,130202-MOT-344,1049.019,1050.7,1681,挖土机 呀 ?
334,345,CHI,130202.cha,a1土机[: 挖土机] [*] .,Tong,"(1, 7, 18)",1.962162162,n|wa1tu3ji1=excavator .,,,,,,,,0,0,,0,0,0,,,,"['n', '.']",0,0,0,0,0,0,0,0,130202-CHI-345,1050.7,1065.531,14831,a1土机[: 挖土机] [*]  .
335,346,CHI,130202.cha,xxx . ,Tong,"(1, 7, 18)",1.962162162,the child played with sound for a while,,,,,,,,0,0,,0,0,0,,,,"['the', 'child', 'played', 'with', 'sound', 'for', 'a', 'while']",0,0,0,0,0,0,0,0,130202-CHI-346,1065.531,1079.585,14054,xxx .
336,347,MOT,130202.cha,"可青 , 你 快 跟 同同 说话 嘛 . ",Tong,"(1, 7, 18)",1.962162162,n:name|ke3qing1 cm|cm pro|ni3=you adv|kuai4=quickly prep|gen1=with n:name|tong2tong v|shuo1hua4=speak sfp|ma .,,Request/Command,Imperative,Negotiating,,,,0,1,ImpSFP,1,1,0,,,,"['n:name', 'cm', 'pro', 'adv', 'prep', 'n:name', 'v', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-MOT-347,1079.585,1089.966,10381,"可青 , 你 快 跟 同同 说话 嘛 ."
337,348,MOT,130202.cha,我 要 睡觉 了 . ,Tong,"(1, 7, 18)",1.962162162,pro|wo3=I v:aux|yao4=should v|shui4jiao4=sleep sfp|le .,,Assertion,Declarative,Negotiating,,,,0,0,,1,0,0,,,,"['pro', 'v:aux', 'v', 'sfp', '.']",1,1,0,0,0,0,1,0,130202-MOT-348,1089.966,1090.715,749,我 要 睡觉 了 .
338,349,FAT,130202.cha,歇会儿 . ,Tong,"(1, 7, 18)",1.962162162,v|xie1huir4=have_a_rest .,,Request/Command,Imperative,Negotiating,,,,1,1,ImpNull,0,0,0,,,,"['v', '.']",1,0,0,0,0,0,0,0,130202-FAT-349,1090.715,1095.086,4371,歇会儿 .
339,350,MOT,130202.cha,可青 . ,Tong,"(1, 7, 18)",1.962162162,n:name|ke3qing1 .,,Other,Other,Emoting,,,,0,0,,0,0,0,,,,"['n:name', '.']",0,0,0,0,0,0,0,0,130202-MOT-350,1095.086,1148.999,53913,可青 .
340,351,FAT,130202.cha,嗯 ? ,Tong,"(1, 7, 18)",1.962162162,co|en1=okay ?,,Question,FRAG,Meta,no,,,1,0,,0,0,0,,,,"['co', '?']",0,0,0,0,0,0,1,0,130202-FAT-351,1148.999,1150.104,1105,嗯 ?
341,352,MOT,130202.cha,你 别 上 微博 了 . ,Tong,"(1, 7, 18)",1.962162162,pro|ni3=you neg|bie2=dont v|shang4=go_up n|wei1bo2=microblog sfp|le .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpBie,1,1,0,,,,"['pro', 'neg', 'v', 'n', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-MOT-352,1150.104,1151.193,1089,你 别 上 微博 了 .
342,353,MOT,130202.cha,快 跟 同同 说话 嘛 . ,Tong,"(1, 7, 18)",1.962162162,adv|kuai4=quickly prep|gen1=with n:name|tong2tong v|shuo1hua4=speak sfp|ma .,,Request/Command,Imperative,Negotiating,,,,1,1,ImpNull,0,0,0,,,,"['adv', 'prep', 'n:name', 'v', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-MOT-353,1151.193,1152.625,1432,快 跟 同同 说话 嘛 .
343,354,MOT,130202.cha,xxx . ,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-MOT-354,1152.625,1155.334,2709,xxx .
344,355,FAT,130202.cha,"嗯 , 你 跟 他 说 啊 . ",Tong,"(1, 7, 18)",1.962162162,co|en1=okay cm|cm pro|ni3=you prep|gen1=with pro|ta1=he v|shuo1=say sfp|a1 .,,Request/Command,Imperative,Negotiating,,,,1,1,ImpSFP,1,1,0,,,,"['co', 'cm', 'pro', 'prep', 'pro', 'v', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-FAT-355,1155.334,1156.545,1211,"嗯 , 你 跟 他 说 啊 ."
345,356,FAT,130202.cha,"同同 , 你 说话 呀 . ",Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong cm|cm pro|ni3=you v|shuo1hua4=speak sfp|ya .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpNull,1,0,0,,,,"['n:name', 'cm', 'pro', 'v', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-FAT-356,1156.545,1165.106,8561,"同同 , 你 说话 呀 ."
346,357,CHI,130202.cha,&wa1 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-357,1165.106,1167.573,2467,&wa1 .
347,358,FAT,130202.cha,我们 说 英语 . ,Tong,"(1, 7, 18)",1.962162162,pro|wo3-PL=I v|shuo1=say n|ying1yu3=English .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpNull,1,1,0,,,,"['pro', 'v', 'n', '.']",1,0,0,0,0,0,0,0,130202-FAT-358,1167.573,1168.983,1410,我们 说 英语 .
348,359,FAT,130202.cha,"好 , 躺 下 躺 下 . ",Tong,"(1, 7, 18)",1.962162162,co|hao3=good cm|cm v|tang3=couch v:dirc|xia4=go_down v|tang3=couch v|xia4=go_down .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,0,0,,,,"['co', 'cm', 'v', 'v:dirc', 'v', 'v', '.']",1,0,0,0,0,0,0,0,130202-FAT-359,1168.983,1169.667,684,"好 , 躺 下 躺 下 ."
349,360,FAT,130202.cha,爸爸 跟 你 说 英语 . ,Tong,"(1, 7, 18)",1.962162162,n:relat|ba4&DIM=father prep|gen1=with pro|ni3=you v|shuo1=say n|ying1yu3=English .,,Assertion,Declarative,Negotiating,,,,1,0,,1,1,0,,,,"['n:relat', 'prep', 'pro', 'v', 'n', '.']",1,0,0,0,0,0,0,0,130202-FAT-360,1169.667,1170.041,374,爸爸 跟 你 说 英语 .
350,361,FAT,130202.cha,"来 , one@s . ",Tong,"(1, 7, 18)",1.962162162,co|lai2=come_on cm|cm L2|one .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,0,0,,,,"['co', 'cm', 'L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-361,1170.041,1171.224,1183,"来 , one@s ."
351,362,FAT,130202.cha,one@s . ,Tong,"(1, 7, 18)",1.962162162,L2|one .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-362,1171.224,1173.452,2228,one@s .
352,363,FAT,130202.cha,同同 说 one@s . ,Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong v|shuo1=say L2|one .,,Request/Command,Imperative,Teaching,,,,1,0,ImpNull,1,1,0,,,,"['n:name', 'v', 'L2', '.']",1,0,0,0,0,0,0,0,130202-FAT-363,1173.452,1175.179,1727,同同 说 one@s .
353,364,FAT,130202.cha,two@s . ,Tong,"(1, 7, 18)",1.962162162,L2|two .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-364,1175.179,1176.358,1179,two@s .
354,365,FAT,130202.cha,three@s . ,Tong,"(1, 7, 18)",1.962162162,L2|three .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-365,1176.358,1178.32,1962,three@s .
355,366,FAT,130202.cha,four@s . ,Tong,"(1, 7, 18)",1.962162162,L2|four .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-366,1178.32,1180.623,2303,four@s .
356,367,FAT,130202.cha,five@s . ,Tong,"(1, 7, 18)",1.962162162,L2|five .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-367,1180.623,1182.46,1837,five@s .
357,368,FAT,130202.cha,"冷 了 , 着凉 了 . ",Tong,"(1, 7, 18)",1.962162162,adj|leng3=cool sfp|le cm|cm v|zhao2liang2=catch_a_cold sfp|le .,,Assertion,Declarative,Negotiating,,,,0,0,,0,0,0,,,,"['adj', 'sfp', 'cm', 'v', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-FAT-368,1182.46,1186.974,4514,"冷 了 , 着凉 了 ."
358,369,FAT,130202.cha,躺 下 来 . ,Tong,"(1, 7, 18)",1.962162162,v|tang3=couch v:dirc|xia4=go_down v:dirc|lai2=come .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,0,0,,,,"['v', 'v:dirc', 'v:dirc', '.']",1,0,0,0,0,0,0,0,130202-FAT-369,1186.974,1187.83,856,躺 下 来 .
359,370,FAT,130202.cha,快 . ,Tong,"(1, 7, 18)",1.962162162,adv|kuai4=quickly .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,0,0,,,,"['adv', '.']",1,0,0,0,0,0,0,0,130202-FAT-370,1187.83,1191.006,3176,快 .
360,371,FAT,130202.cha,躺 下 来 . ,Tong,"(1, 7, 18)",1.962162162,v|tang3=couch v:dirc|xia4=go_down v:dirc|lai2=come .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,0,0,,,,"['v', 'v:dirc', 'v:dirc', '.']",1,0,0,0,0,0,0,0,130202-FAT-371,1191.006,1191.877,871,躺 下 来 .
361,372,FAT,130202.cha,躺 下 来 . ,Tong,"(1, 7, 18)",1.962162162,v|tang3=couch v:dirc|xia4=go_down v:dirc|lai2=come .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,0,0,,,,"['v', 'v:dirc', 'v:dirc', '.']",1,0,0,0,0,0,0,0,130202-FAT-372,1191.877,1192.532,655,躺 下 来 .
362,373,FAT,130202.cha,快 躺 到 被子 里 来 . ,Tong,"(1, 7, 18)",1.962162162,adv|kuai4=quickly v|tang3=couch v:resc|dao4=get n|bei4zi=quilt post|li3=inside v|lai2=come .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,1,0,,,,"['adv', 'v', 'v:resc', 'n', 'post', 'v', '.']",1,0,0,0,0,0,0,0,130202-FAT-373,1192.532,1193.994,1462,快 躺 到 被子 里 来 .
363,374,FAT,130202.cha,快 . ,Tong,"(1, 7, 18)",1.962162162,adv|kuai4=quickly .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,0,0,,,,"['adv', '.']",0,1,0,0,0,0,0,0,130202-FAT-374,1193.994,1194.525,531,快 .
364,375,CHI,130202.cha,&e2 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-375,1194.525,1195.676,1151,&e2 .
365,376,FAT,130202.cha,xxx . ,Tong,"(1, 7, 18)",1.962162162,,,Other,Other,Uninterpretable,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-FAT-376,1195.676,1199.877,4201,xxx .
366,377,CHI,130202.cha,&yi2 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,0,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-377,1199.877,1201.824,1947,&yi2 .
367,378,FAT,130202.cha,这 是 什么 ? ,Tong,"(1, 7, 18)",1.962162162,pro|zhe4=this v:cop|shi4=is pro:wh|shen2me=what ?,,Question,Interrogative,Teaching,yes,Wh,,0,0,IntWh,1,1,0,,,,"['pro', 'v:cop', 'pro:wh', '?']",0,1,0,0,0,1,0,1,130202-FAT-378,1201.824,1202.726,902,这 是 什么 ?
368,379,CHI,130202.cha,&ze1 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,1,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-379,1202.726,1203.877,1151,&ze1 .
369,380,FAT,130202.cha,什么 花 啊 ? ,Tong,"(1, 7, 18)",1.962162162,pro:wh|shen2me=what n|hua1=flower sfp|a1 ?,,Question,FRAG,Teaching,yes,,,0,0,IntWh,0,0,0,,,,"['pro:wh', 'n', 'sfp', '?']",0,0,0,1,0,0,1,1,130202-FAT-380,1203.877,1207.348,3471,什么 花 啊 ?
370,381,CHI,130202.cha,xxx 花 . ,Tong,"(1, 7, 18)",1.962162162,n|hua1=flower .,,,,,,,,1,0,,0,0,0,,,,"['n', '.']",0,0,0,0,0,0,0,0,130202-CHI-381,1207.348,1208.857,1509,xxx 花 .
371,382,FAT,130202.cha,什么 花 ? ,Tong,"(1, 7, 18)",1.962162162,pro:wh|shen2me=what n|hua1=flower ?,,Question,FRAG,Teaching,yes,,,1,0,IntWh,0,0,0,,,,"['pro:wh', 'n', '?']",0,0,0,1,0,0,0,1,130202-FAT-382,1208.857,1210.01,1153,什么 花 ?
372,383,CHI,130202.cha,xxx 花 . ,Tong,"(1, 7, 18)",1.962162162,n|hua1=flower .,,,,,,,,0,0,,0,0,0,,,,"['n', '.']",0,0,0,0,0,0,0,0,130202-CHI-383,1210.01,1211.77,1760,xxx 花 .
373,384,FAT,130202.cha,同同 说 one@s . ,Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong v|shuo1=say L2|one .,,Request/Command,Imperative,Teaching,,,,0,0,ImpNull,1,1,0,,,,"['n:name', 'v', 'L2', '.']",1,0,0,0,0,0,0,0,130202-FAT-384,1211.77,1213.947,2177,同同 说 one@s .
374,385,CHI,130202.cha,&du1 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,1,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-385,1213.947,1215.193,1246,&du1 .
375,386,FAT,130202.cha,two@s . ,Tong,"(1, 7, 18)",1.962162162,L2|two .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-386,1215.193,1216.049,856,two@s .
376,387,CHI,130202.cha,&le . ,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,1,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-387,1216.049,1216.564,515,&le .
377,388,FAT,130202.cha,three@s . ,Tong,"(1, 7, 18)",1.962162162,L2|three .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-388,1216.564,1217.607,1043,three@s .
378,389,CHI,130202.cha,eight@s [?] . ,Tong,"(1, 7, 18)",1.962162162,L2|eight .,,,,,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-CHI-389,1217.607,1218.758,1151,eight@s [?] .
379,390,FAT,130202.cha,four@s . ,Tong,"(1, 7, 18)",1.962162162,L2|four .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-390,1218.758,1219.568,810,four@s .
380,391,CHI,130202.cha,four@s . ,Tong,"(1, 7, 18)",1.962162162,L2|four .,,,,,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-CHI-391,1219.568,1220.535,967,four@s .
381,392,FAT,130202.cha,five@s . ,Tong,"(1, 7, 18)",1.962162162,L2|five .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-392,1220.535,1221.39,855,five@s .
382,393,CHI,130202.cha,five@s . ,Tong,"(1, 7, 18)",1.962162162,L2|five .,,,,,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-CHI-393,1221.39,1222.48,1090,five@s .
383,394,FAT,130202.cha,six@s . ,Tong,"(1, 7, 18)",1.962162162,L2|six .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-394,1222.48,1223.259,779,six@s .
384,395,FAT,130202.cha,seven@s . ,Tong,"(1, 7, 18)",1.962162162,L2|seven .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-395,1223.259,1226.247,2988,seven@s .
385,396,CHI,130202.cha,seven@s . ,Tong,"(1, 7, 18)",1.962162162,L2|seven .,,,,,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-CHI-396,1226.247,1227.788,1541,seven@s .
386,397,FAT,130202.cha,eight@s . ,Tong,"(1, 7, 18)",1.962162162,L2|eight .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-397,1227.788,1228.924,1136,eight@s .
387,398,FAT,130202.cha,nine@s . ,Tong,"(1, 7, 18)",1.962162162,L2|nine .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-398,1228.924,1231.35,2426,nine@s .
388,399,CHI,130202.cha,nine@s . ,Tong,"(1, 7, 18)",1.962162162,L2|nine .,,,,,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-CHI-399,1231.35,1232.502,1152,nine@s .
389,400,FAT,130202.cha,ten@s . ,Tong,"(1, 7, 18)",1.962162162,L2|ten .,,Assertion,Declarative,Teaching,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-400,1232.502,1233.716,1214,ten@s .
390,401,CHI,130202.cha,ten@s . ,Tong,"(1, 7, 18)",1.962162162,L2|ten .,,,,,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-CHI-401,1233.716,1235.038,1322,ten@s .
391,402,CHI,130202.cha,two@s . ,Tong,"(1, 7, 18)",1.962162162,L2|two .,,,,,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-CHI-402,1235.038,1249.991,14953,two@s .
392,403,CHI,130202.cha,three@s . ,Tong,"(1, 7, 18)",1.962162162,L2|three .,,,,,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-CHI-403,1249.991,1250.707,716,three@s .
393,404,CHI,130202.cha,three@s . ,Tong,"(1, 7, 18)",1.962162162,L2|three .,,,,,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-CHI-404,1250.707,1251.61,903,three@s .
394,405,CHI,130202.cha,three@s . ,Tong,"(1, 7, 18)",1.962162162,L2|three .,,,,,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-CHI-405,1251.61,1252.683,1073,three@s .
395,406,CHI,130202.cha,&wei1 .,Tong,"(1, 7, 18)",1.962162162,,,,,,,,,1,0,,0,0,0,,,,['0'],0,0,0,0,0,0,0,0,130202-CHI-406,1252.683,1253.555,872,&wei1 .
396,407,CHI,130202.cha,&e1wei1 .,Tong,"(1, 7, 18)",1.962162162,the child murmured for a while,,,,,,,,1,0,,0,0,0,,,,"['the', 'child', 'murmured', 'for', 'a', 'while']",0,0,0,0,0,0,0,0,130202-CHI-407,1253.555,1259.408,5853,&e1wei1 .
397,408,FAT,130202.cha,同同 . ,Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong .,,Other,FRAG,Attention,,,,0,0,,0,0,0,,,,"['n:name', '.']",0,0,0,0,0,0,0,0,130202-FAT-408,1259.408,1295.14,35732,同同 .
398,409,FAT,130202.cha,同同 . ,Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong .,,Exclamative,FRAG,Attention,,,,1,0,,0,0,0,,,,"['n:name', '.']",0,0,0,0,0,0,0,0,130202-FAT-409,1295.14,1296.573,1433,同同 .
399,410,FAT,130202.cha,"来 , 说 英语 啊 . ",Tong,"(1, 7, 18)",1.962162162,co|lai2=come_on cm|cm v|shuo1=say n|ying1yu3=English sfp|a1 .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpSFP,0,1,0,,,,"['co', 'cm', 'v', 'n', 'sfp', '.']",1,0,0,0,0,0,1,0,130202-FAT-410,1296.573,1297.413,840,"来 , 说 英语 啊 ."
400,411,FAT,130202.cha,"快 , 快 . ",Tong,"(1, 7, 18)",1.962162162,adv|kuai4=quickly cm|cm adv|kuai4=quickly .,,Request/Command,Imperative,Negotiating,,,,1,0,ImpNull,0,0,0,,,,"['adv', 'cm', 'adv', '.']",1,0,0,0,0,0,0,0,130202-FAT-411,1297.413,1299.685,2272,"快 , 快 ."
401,412,CHI,130202.cha,two@s . ,Tong,"(1, 7, 18)",1.962162162,L2|two .,,,,,,,,0,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-CHI-412,1299.685,1300.728,1043,two@s .
402,413,FAT,130202.cha,哎呀 . ,Tong,"(1, 7, 18)",1.962162162,co|ai1ya1=jeez .,,Exclamative,FRAG,Emoting,,,,1,0,,0,0,0,,,,"['co', '.']",0,0,0,0,0,0,1,0,130202-FAT-413,1300.728,1301.428,700,哎呀 .
403,414,CHI,130202.cha,three@s [?] . ,Tong,"(1, 7, 18)",1.962162162,L2|three .,,,,,,,,0,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-CHI-414,1301.428,1302.082,654,three@s [?] .
404,415,FAT,130202.cha,哎呀 . ,Tong,"(1, 7, 18)",1.962162162,co|ai1ya1=jeez .,,Exclamative,FRAG,Emoting,,,,0,0,,0,0,0,,,,"['co', '.']",0,0,0,0,0,0,1,0,130202-FAT-415,1302.082,1303.048,966,哎呀 .
405,416,CHI,130202.cha,还 要 [?] 汽车 . ,Tong,"(1, 7, 18)",1.962162162,adv|hai2=still v|yao4=want_wish_to n|qi4che1=motor_vehicle .,,,,,,,,0,0,,0,0,0,,,,"['adv', 'v', 'n', '.']",1,0,0,0,0,0,0,0,130202-CHI-416,1303.048,1305.773,2725,还 要 [?] 汽车 .
406,417,FAT,130202.cha,同同 说 one@s . ,Tong,"(1, 7, 18)",1.962162162,n:name|tong2tong v|shuo1=say L2|one .,,Request/Command,Imperative,Negotiating,,,,0,0,ImpNull,1,1,0,,,,"['n:name', 'v', 'L2', '.']",1,0,0,0,0,0,0,0,130202-FAT-417,1305.693,1309.398,3705,同同 说 one@s .
407,418,CHI,130202.cha,one@s . ,Tong,"(1, 7, 18)",1.962162162,L2|one .,,,,,,,,0,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-CHI-418,1309.398,1310.222,824,one@s .
408,419,CHI,130202.cha,two@s [>] . ,Tong,"(1, 7, 18)",1.962162162,L2|two .,,,,,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-CHI-419,1310.222,1311.002,780,two@s [>] .
409,420,FAT,130202.cha,two@s [<] . ,Tong,"(1, 7, 18)",1.962162162,L2|two .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-420,1311.002,1311.935,933,two@s [<] .
410,421,FAT,130202.cha,two@s . ,Tong,"(1, 7, 18)",1.962162162,L2|two .,,Assertion,FRAG,Teaching,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-FAT-421,1311.935,1313.182,1247,two@s .
411,422,CHI,130202.cha,three@s . ,Tong,"(1, 7, 18)",1.962162162,L2|three .,,,,,,,,1,0,,0,0,0,,,,"['L2', '.']",0,0,0,0,0,0,0,0,130202-CHI-422,1313.182,1314.037,855,three@s .
